section,id,N,objAUC,ptAUC,objAP,ptAP,norm,pos_rate
global,all,1312,0.6444709737827714,0.7885392886084094,0.6158624741336436,0.0480717294477993,global-minmax,0.013363019042264383
cluster,0,29,0.6476190476190476,0.698149681121661,0.5519700120264031,0.07924261410726331,minmax,0.046010740789189916
cluster,1,29,0.8333333333333334,0.9018320811227502,0.8745899675659736,0.3210396091085708,minmax,0.010704093392460432
cluster,2,29,0.8142857142857143,0.8552765622542088,0.8685542358311236,0.5241111180947339,minmax,0.014815612270057961
cluster,3,34,0.8596491228070176,0.7547301169168964,0.9161663646782991,0.19946183960236366,minmax,0.014521165709423528
cluster,4,34,0.5473684210526315,0.7791643407104893,0.632937613928837,0.03982116333033382,minmax,0.011787190135153681
cluster,5,33,0.4666666666666667,0.5633590729974685,0.535771332384943,0.03289963633471799,minmax,0.02423848973354322
cluster,6,33,0.6037037037037036,0.8408850089744635,0.708397969324182,0.028735866013915572,minmax,0.005271984102622098
cluster,7,33,0.9074074074074074,0.9482510438720407,0.914055652045848,0.7596614307067533,minmax,0.008974164336403195
cluster,8,33,0.5666666666666667,0.7716492218266788,0.6233130542297165,0.012061849301972974,minmax,0.005240470989672867
cluster,9,33,0.7851851851851852,0.9277804531571434,0.7849664166835238,0.2772825958925089,minmax,0.00855047866649474
cluster,10,34,0.7403508771929824,0.8653247236370778,0.7798385724840844,0.0781905529461877,minmax,0.009433797249156032
cluster,11,36,0.5714285714285714,0.686280087516926,0.6234608159566293,0.03548638144998064,minmax,0.020688317362743326
cluster,12,36,0.5746031746031746,0.8233724554193906,0.6521124311704336,0.09900555531056271,minmax,0.019210211079056863
cluster,13,33,0.5518518518518518,0.7907698299413073,0.5695692676910369,0.1365588661384025,minmax,0.033391012757542214
cluster,14,34,0.9087719298245615,0.9158068978848357,0.9450558213716107,0.4438361758428638,minmax,0.007278073872840466
cluster,15,34,0.7929824561403508,0.9266709842455665,0.8759812646074254,0.47692522601664994,minmax,0.006202825905609405
cluster,16,34,0.743859649122807,0.8678037023690613,0.8535870131374237,0.49201042929665756,minmax,0.006009231763241555
cluster,17,29,0.719047619047619,0.8180604863720939,0.6157564657564657,0.09821490078479375,minmax,0.017954371901984085
cluster,18,29,0.7380952380952381,0.8021986813897972,0.7017100196722047,0.2733324593802836,minmax,0.013043478260869565
cluster,19,29,0.7666666666666666,0.7657992392824492,0.8025999276775674,0.33647350662205233,minmax,0.019883554229205066
cluster,20,30,0.84,0.7878478828189426,0.8652510017215899,0.3105509301101092,minmax,0.026678947665222844
cluster,21,29,0.5904761904761905,0.7875754268795366,0.5335720148690073,0.059840171875846476,minmax,0.017619525089318553
cluster,22,38,0.672463768115942,0.8202697829835597,0.807309159642919,0.22481661009227508,minmax,0.018303688332345892
cluster,23,31,0.48750000000000004,0.6991583485858333,0.539484323640637,0.02349236069927986,minmax,0.013863320064860423
cluster,24,38,0.7971014492753623,0.9131432551626626,0.8270127212713815,0.2833662323462024,minmax,0.006283323551171683
cluster,25,37,0.493939393939394,0.5666845982363374,0.6090850660536713,0.02390374345704426,minmax,0.013238354945957482
cluster,26,6,0.25,0.8677510400083451,0.6083333333333333,0.07272343311716249,minmax,0.010814206654453727
cluster,27,29,0.7571428571428571,0.7251906035250589,0.7764064322821509,0.12989192689506784,minmax,0.02854937215865515
cluster,28,38,0.5710144927536231,0.7101279337353714,0.7328378344603677,0.15106769699043837,minmax,0.012865659767725057
cluster,29,37,0.6818181818181819,0.8122328606581184,0.818804995797696,0.3098223291794708,minmax,0.02117766478837928
cluster,30,33,0.6851851851851851,0.7290163173859597,0.7673185695521243,0.1785116178386637,minmax,0.011333617618333632
cluster,31,31,0.925,0.8657981130581429,0.9138148401306296,0.4356988472209139,minmax,0.022078747278631
cluster,32,29,0.5761904761904761,0.7430648875775693,0.508603904879336,0.06783316959745792,minmax,0.008024610636239566
cluster,33,52,0.5252976190476191,0.855112148587227,0.46893612800235573,0.04353442761130948,minmax,0.011304293955373183
cluster,34,37,0.7757575757575758,0.787060190490825,0.8675286871426047,0.1963480618458015,minmax,0.017268400462765496
cluster,35,37,0.693939393939394,0.8884135940994892,0.7942789448746885,0.2819094025709918,minmax,0.005106634683309097
cluster,36,29,0.6523809523809524,0.7885768871496879,0.6903607684434752,0.0514119563850202,minmax,0.010179883240661308
cluster,37,29,0.5333333333333333,0.7316511870694651,0.5880187528863566,0.010514382596920746,minmax,0.006072829529855487
cluster,38,37,0.6000000000000001,0.8865388729977804,0.6713381991382751,0.04763355955100233,minmax,0.007699462677020052
cluster,39,37,0.7848484848484848,0.9403731568040227,0.8739425886156962,0.4769758766689475,minmax,0.008288460236619733
cluster-macro,avg,,0.6758233164226443,0.805218793970656,0.7273158121240506,0.20310496282328733,minmax,
category,0,29,0.6476190476190476,0.698149681121661,0.5519700120264031,0.07924261410726331,minmax,0.046010740789189916
category,1,29,0.8333333333333334,0.9018320811227502,0.8745899675659736,0.3210396091085708,minmax,0.010704093392460432
category,2,29,0.8142857142857143,0.8552765622542088,0.8685542358311236,0.5241111180947339,minmax,0.014815612270057961
category,3,34,0.8596491228070176,0.7547301169168964,0.9161663646782991,0.19946183960236366,minmax,0.014521165709423528
category,4,36,0.5460317460317461,0.7772447910484321,0.6450324730862269,0.03798693461894377,minmax,0.01094465187956666
category,5,33,0.4666666666666667,0.5633590729974685,0.535771332384943,0.03289963633471799,minmax,0.02423848973354322
category,6,33,0.6037037037037036,0.8408850089744635,0.708397969324182,0.028735866013915572,minmax,0.005271984102622098
category,7,33,0.9074074074074074,0.9482510438720407,0.914055652045848,0.7596614307067533,minmax,0.008974164336403195
category,8,33,0.5666666666666667,0.7716492218266788,0.6233130542297165,0.012061849301972974,minmax,0.005240470989672867
category,9,33,0.7851851851851852,0.9277804531571434,0.7849664166835238,0.2772825958925089,minmax,0.00855047866649474
category,10,34,0.7403508771929824,0.8653247236370778,0.7798385724840844,0.0781905529461877,minmax,0.009433797249156032
category,11,36,0.5714285714285714,0.686280087516926,0.6234608159566293,0.03548638144998064,minmax,0.020688317362743326
category,12,36,0.5746031746031746,0.8233724554193906,0.6521124311704336,0.09900555531056271,minmax,0.019210211079056863
category,13,33,0.5518518518518518,0.7907698299413073,0.5695692676910369,0.1365588661384025,minmax,0.033391012757542214
category,14,34,0.9087719298245615,0.9158068978848357,0.9450558213716107,0.4438361758428638,minmax,0.007278073872840466
category,15,34,0.7929824561403508,0.9266709842455665,0.8759812646074254,0.47692522601664994,minmax,0.006202825905609405
category,16,34,0.743859649122807,0.8678037023690613,0.8535870131374237,0.49201042929665756,minmax,0.006009231763241555
category,17,29,0.719047619047619,0.8180604863720939,0.6157564657564657,0.09821490078479375,minmax,0.017954371901984085
category,18,29,0.7380952380952381,0.8021986813897972,0.7017100196722047,0.2733324593802836,minmax,0.013043478260869565
category,19,29,0.7666666666666666,0.7657992392824492,0.8025999276775674,0.33647350662205233,minmax,0.019883554229205066
category,20,30,0.84,0.7878478828189426,0.8652510017215899,0.3105509301101092,minmax,0.026678947665222844
category,21,29,0.5904761904761905,0.7875754268795366,0.5335720148690073,0.059840171875846476,minmax,0.017619525089318553
category,22,38,0.672463768115942,0.8202697829835597,0.807309159642919,0.22481661009227508,minmax,0.018303688332345892
category,23,29,0.5190476190476191,0.691035278829631,0.5327960273667253,0.023841878874128156,minmax,0.014613229161424613
category,24,38,0.7971014492753623,0.9131432551626626,0.8270127212713815,0.2833662323462024,minmax,0.006283323551171683
category,25,37,0.493939393939394,0.5666845982363374,0.6090850660536713,0.02390374345704426,minmax,0.013238354945957482
category,26,29,0.4380952380952381,0.8520783836839494,0.4441166937349369,0.04889729376908537,minmax,0.01402921708754318
category,27,29,0.7571428571428571,0.7251906035250589,0.7764064322821509,0.12989192689506784,minmax,0.02854937215865515
category,28,38,0.5710144927536231,0.7101279337353714,0.7328378344603677,0.15106769699043837,minmax,0.012865659767725057
category,29,37,0.6818181818181819,0.8122328606581184,0.818804995797696,0.3098223291794708,minmax,0.02117766478837928
category,30,33,0.6851851851851851,0.7290163173859597,0.7673185695521243,0.1785116178386637,minmax,0.011333617618333632
category,31,31,0.925,0.8657981130581429,0.9138148401306296,0.4356988472209139,minmax,0.022078747278631
category,32,29,0.5761904761904761,0.7430648875775693,0.508603904879336,0.06783316959745792,minmax,0.008024610636239566
category,33,29,0.6047619047619047,0.8495726094256504,0.5574980095092877,0.040069823127155776,minmax,0.008482797785244427
category,34,37,0.7757575757575758,0.787060190490825,0.8675286871426047,0.1963480618458015,minmax,0.017268400462765496
category,35,37,0.693939393939394,0.8884135940994892,0.7942789448746885,0.2819094025709918,minmax,0.005106634683309097
category,36,29,0.6523809523809524,0.7885768871496879,0.6903607684434752,0.0514119563850202,minmax,0.010179883240661308
category,37,29,0.5333333333333333,0.7316511870694651,0.5880187528863566,0.010514382596920746,minmax,0.006072829529855487
category,38,37,0.6000000000000001,0.8865388729977804,0.6713381991382751,0.04763355955100233,minmax,0.007699462677020052
category,39,37,0.7848484848484848,0.9403731568040227,0.8739425886156962,0.4769758766689475,minmax,0.008288460236619733
category-macro,avg,,0.6832675781185508,0.8044374235980503,0.725559607243851,0.20238557646406802,minmax,
sample-macro,ptAP,1312,,,,0.3225613877061804,,
