section,id,N,objAUC,ptAUC,objAP,ptAP,norm,pos_rate
global,all,33,0.9111111111111112,0.9724467307985717,0.9457501280081926,0.7907256256433999,global-minmax,0.00855047866649474
cluster,9,33,0.9111111111111112,0.9724467307090295,0.9457501280081926,0.7907256251221173,mad,0.00855047866649474
cluster-macro,avg,,0.9111111111111112,0.9724467307090295,0.9457501280081926,0.7907256251221173,mad,
category,9,33,0.9111111111111112,0.9724467307090295,0.9457501280081926,0.7907256251221173,mad,0.00855047866649474
category-macro,avg,,0.9111111111111112,0.9724467307090295,0.9457501280081926,0.7907256251221173,mad,
sample-macro,ptAP,33,,,,0.7813717133343502,,
