section,id,N,objAUC,ptAUC,objAP,ptAP,norm,pos_rate
global,all,1206,0.5530598886713164,0.7057985241663727,0.5301409412910832,0.04110329717453741,global-minmax,
cluster,1,741,0.5616903460837888,0.6934982086114837,0.5642317663377563,0.034131184802713134,zscore,
cluster,2,79,0.6931524547803617,0.6544618726852819,0.7928344963310934,0.08687739110601864,zscore,
cluster,3,44,0.8845315904139434,0.8406088805248269,0.8865415729655328,0.1755063591754672,zscore,
cluster,5,2,0.0,0.9499105979621708,0.5,0.06541162756460357,zscore,
cluster,6,245,0.5225261464199517,0.7506758096400604,0.4776693584386088,0.06205846114016014,zscore,
cluster,7,4,1.0,0.999718459945176,1.0,0.9614685088859412,zscore,
cluster,8,52,0.7185185185185184,0.7125010242426381,0.7199099227447345,0.10663076276179394,zscore,
cluster,10,33,0.9008264462809917,0.5887767696710852,0.9578562878711101,0.03555567268146164,zscore,
cluster,11,6,0.6,0.6971820055150016,0.9266666666666665,0.0569433373352323,zscore,
cluster-macro,avg,,0.6534717224997285,0.7652592920886361,0.7584122301506114,0.17606481171704355,zscore,
category,0,100,0.5596,0.6632238270000442,0.5780835448120614,0.02246589935192088,zscore,
category,1,100,0.5296000000000001,0.6365396337164316,0.5597372938429691,0.022828810123250047,zscore,
category,2,100,0.5588000000000001,0.6639326503598036,0.5239141163978959,0.018781025318597256,zscore,
category,3,106,0.6513532763532763,0.751831304431214,0.6988816074493034,0.08205849191431466,zscore,
category,4,100,0.8848,0.7685603519532965,0.9133498177747984,0.2474096078167646,zscore,
category,5,100,0.768,0.6090677826788833,0.7276718851295615,0.03790699991144485,zscore,
category,6,100,0.6467999999999999,0.8137992219099826,0.7097761483813136,0.09589180823256091,zscore,
category,7,100,0.5636,0.7208549376978226,0.5548630820801447,0.02078594328050472,zscore,
category,8,100,0.6168,0.6256873316223196,0.6417947303894246,0.034795919872866385,zscore,
category,9,100,0.6326121794871795,0.7071771472131742,0.5796748721569296,0.048920182195415086,zscore,
category,10,100,0.6132,0.616218142477999,0.6142865707075872,0.042282996109776726,zscore,
category,11,100,0.6032000000000001,0.6904980374046719,0.6725732615549866,0.12547321483311252,zscore,
category-macro,avg,,0.6356971213200381,0.6889491973721369,0.647883910889748,0.06663340824671071,zscore,
